Account-Mapping,Acc2-Mapping,Version,Year-mapping,Month-mapping,Region-Mapping,Market-Mapping,Adj_Value_Sum
Inventory,Working Capital,ACT,Y4,M05,E,E04,-0.336722482
Inventory,Working Capital,ACT,Y4,M05,E,E09,-0.247197286
Inventory,Working Capital,ACT,Y4,M05,E,E11,-0.431764355
Inventory,Working Capital,ACT,Y4,M05,E,E12,0.51866284
Inventory,Working Capital,ACT,Y4,M05,E,E15,0.68502358
Inventory,Working Capital,ACT,Y4,M05,E,E18,0.648067852
Inventory,Working Capital,ACT,Y4,M05,F,F02,0.354846833
Inventory,Working Capital,ACT,Y4,M05,F,F04,-0.024860811
Inventory,Working Capital,ACT,Y4,M05,F,F05,2.383654231
Inventory,Working Capital,ACT,Y4,M05,G,G01,0.588673262
Inventory,Working Capital,ACT,Y4,M05,G,G05,0.411306337
Inventory,Working Capital,ACT,Y4,M05,G,G10,0.165203131
Inventory,Working Capital,ACT,Y4,M05,G,G12,-0.456618947
Inventory,Working Capital,ACT,Y4,M06,A,A01,0.103757887
Inventory,Working Capital,ACT,Y4,M06,A,A03,1.870793896
Inventory,Working Capital,ACT,Y4,M06,B,B01,-0.694850029
Inventory,Working Capital,ACT,Y4,M06,B,B03,0.26384208
Inventory,Working Capital,ACT,Y4,M06,B,B07,-0.617041218
Inventory,Working Capital,ACT,Y4,M06,B,B08,-0.574457647
Inventory,Working Capital,ACT,Y4,M06,B,B13,-1.386945286
Inventory,Working Capital,ACT,Y4,M06,B,B15,0.445149296
Inventory,Working Capital,ACT,Y4,M06,B,B16,-0.577350269
Inventory,Working Capital,ACT,Y4,M06,B,B17,0.293138917
Inventory,Working Capital,ACT,Y4,M06,B,B19,-0.020503993
Inventory,Working Capital,ACT,Y4,M06,B,B22,0.359076846
Inventory,Working Capital,ACT,Y4,M06,B,B23,-0.736054138
Inventory,Working Capital,ACT,Y4,M06,B,B25,-0.308464029
Inventory,Working Capital,ACT,Y4,M06,B,B27,-0.648623475
Inventory,Working Capital,ACT,Y4,M06,C,C01,0.79739852
Inventory,Working Capital,ACT,Y4,M06,C,C04,0.205124313
Inventory,Working Capital,ACT,Y4,M06,C,C05,0.799502227
Inventory,Working Capital,ACT,Y4,M06,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y4,M06,C,C09,0.002975486
Inventory,Working Capital,ACT,Y4,M06,D,D03,-0.639675425
Inventory,Working Capital,ACT,Y4,M06,D,D06,-0.342326895
Inventory,Working Capital,ACT,Y4,M06,D,D10,0.605417049
Inventory,Working Capital,ACT,Y4,M06,E,E03,-2.19623779
Inventory,Working Capital,ACT,Y4,M06,E,E04,-0.33963523
Inventory,Working Capital,ACT,Y4,M06,E,E09,-0.247197286
Inventory,Working Capital,ACT,Y4,M06,E,E11,-0.428390095
Inventory,Working Capital,ACT,Y4,M06,E,E12,0.51866284
Inventory,Working Capital,ACT,Y4,M06,E,E15,0.148469771
Inventory,Working Capital,ACT,Y4,M06,E,E18,0.564253117
Inventory,Working Capital,ACT,Y4,M06,F,F02,0.632271694
Inventory,Working Capital,ACT,Y4,M06,F,F04,0.010221297
Inventory,Working Capital,ACT,Y4,M06,F,F05,1.97716555
Inventory,Working Capital,ACT,Y4,M06,G,G01,0.402648912
Inventory,Working Capital,ACT,Y4,M06,G,G05,0.221630394
Inventory,Working Capital,ACT,Y4,M06,G,G10,0.166360712
Inventory,Working Capital,ACT,Y4,M06,G,G12,-0.536504781
Inventory,Working Capital,ACT,Y4,M07,A,A01,0.664603689
Inventory,Working Capital,ACT,Y4,M07,A,A03,2.021802605
Inventory,Working Capital,ACT,Y4,M07,B,B01,1.029605929
Inventory,Working Capital,ACT,Y4,M07,B,B03,0.125707405
Inventory,Working Capital,ACT,Y4,M07,B,B05,0.085722636
Inventory,Working Capital,ACT,Y4,M07,B,B08,-0.2017618
Inventory,Working Capital,ACT,Y4,M07,B,B13,1.047030601
Inventory,Working Capital,ACT,Y4,M07,B,B15,0.254383716
Inventory,Working Capital,ACT,Y4,M07,B,B16,-0.577350269
Inventory,Working Capital,ACT,Y4,M07,B,B17,0.307205775
Inventory,Working Capital,ACT,Y4,M07,B,B22,0.903110766
Inventory,Working Capital,ACT,Y4,M07,B,B23,-0.745549205
Inventory,Working Capital,ACT,Y4,M07,B,B25,-0.354914095
Inventory,Working Capital,ACT,Y4,M07,B,B27,-0.797512502
Inventory,Working Capital,ACT,Y4,M07,C,C01,0.847889187
Inventory,Working Capital,ACT,Y4,M07,C,C04,0.198176657
Inventory,Working Capital,ACT,Y4,M07,C,C05,1.765595985
Inventory,Working Capital,ACT,Y4,M07,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y4,M07,C,C09,-0.042687248
Inventory,Working Capital,ACT,Y4,M07,D,D03,-0.389643834
Inventory,Working Capital,ACT,Y4,M07,D,D04,-0.258669852
Inventory,Working Capital,ACT,Y4,M07,D,D06,-0.644959488
Inventory,Working Capital,ACT,Y4,M07,D,D10,0.607047429
Inventory,Working Capital,ACT,Y4,M07,E,E04,-0.33963523
Inventory,Working Capital,ACT,Y4,M07,E,E09,-0.247378487
Inventory,Working Capital,ACT,Y4,M07,E,E11,-0.530622364
Inventory,Working Capital,ACT,Y4,M07,E,E15,0.327498283
Inventory,Working Capital,ACT,Y4,M07,E,E16,-0.747630806
Inventory,Working Capital,ACT,Y4,M07,E,E18,0.620670678
Inventory,Working Capital,ACT,Y4,M07,F,F02,0.592861356
Inventory,Working Capital,ACT,Y4,M07,F,F04,-0.468309977
Inventory,Working Capital,ACT,Y4,M07,F,F05,1.626172764
Inventory,Working Capital,ACT,Y4,M07,G,G01,0.654203059
Inventory,Working Capital,ACT,Y4,M07,G,G05,0.643554924
Inventory,Working Capital,ACT,Y4,M07,G,G10,0.107115111
Inventory,Working Capital,ACT,Y4,M07,G,G12,-0.175443179
Inventory,Working Capital,ACT,Y4,M08,A,A01,0.549455212
Inventory,Working Capital,ACT,Y4,M08,A,A03,1.862260164
Inventory,Working Capital,ACT,Y4,M08,B,B01,1.486696227
Inventory,Working Capital,ACT,Y4,M08,B,B03,-0.055229876
Inventory,Working Capital,ACT,Y4,M08,B,B05,-0.074313058
Inventory,Working Capital,ACT,Y4,M08,B,B07,-0.699162434
Inventory,Working Capital,ACT,Y4,M08,B,B08,-0.683256763
Inventory,Working Capital,ACT,Y4,M08,B,B13,0.963639548
Inventory,Working Capital,ACT,Y4,M08,B,B15,0.442469167
Inventory,Working Capital,ACT,Y4,M08,B,B16,-0.577350269
Inventory,Working Capital,ACT,Y4,M08,B,B17,0.080357365
Inventory,Working Capital,ACT,Y4,M08,B,B22,0.933294618
Inventory,Working Capital,ACT,Y4,M08,B,B23,0.032338725
Inventory,Working Capital,ACT,Y4,M08,B,B25,-0.475938274
Inventory,Working Capital,ACT,Y4,M08,B,B27,-0.621794754
Inventory,Working Capital,ACT,Y4,M08,C,C01,1.263415859
Inventory,Working Capital,ACT,Y4,M08,C,C04,0.697232972
Inventory,Working Capital,ACT,Y4,M08,C,C05,1.231854262
Inventory,Working Capital,ACT,Y4,M08,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y4,M08,C,C09,0.069805302
Inventory,Working Capital,ACT,Y4,M08,D,D03,-0.315383682
Inventory,Working Capital,ACT,Y4,M08,D,D04,-0.258669852
Inventory,Working Capital,ACT,Y4,M08,D,D06,-1.113230304
Inventory,Working Capital,ACT,Y4,M08,D,D10,0.497015446
Inventory,Working Capital,ACT,Y4,M08,E,E04,-0.374588216
Inventory,Working Capital,ACT,Y4,M08,E,E11,-0.492152675
Inventory,Working Capital,ACT,Y4,M08,E,E15,-0.151236993
Inventory,Working Capital,ACT,Y4,M08,E,E16,-0.747630806
Inventory,Working Capital,ACT,Y4,M08,E,E18,0.903226433
Inventory,Working Capital,ACT,Y4,M08,F,F02,-0.485900046
Inventory,Working Capital,ACT,Y4,M08,F,F04,0.147048594
Inventory,Working Capital,ACT,Y4,M08,F,F05,1.495071075
Inventory,Working Capital,ACT,Y4,M08,G,G01,0.971031236
Inventory,Working Capital,ACT,Y4,M08,G,G05,0.426899662
Inventory,Working Capital,ACT,Y4,M08,G,G10,0.066753753
Inventory,Working Capital,ACT,Y4,M08,G,G12,-0.315280897
Inventory,Working Capital,ACT,Y4,M09,A,A01,0.411296379
Inventory,Working Capital,ACT,Y4,M09,A,A03,1.694345539
Inventory,Working Capital,ACT,Y4,M09,B,B01,-0.113240777
Inventory,Working Capital,ACT,Y4,M09,B,B03,-0.440277261
Inventory,Working Capital,ACT,Y4,M09,B,B05,0.645280062
Inventory,Working Capital,ACT,Y4,M09,B,B08,-0.811617741
Inventory,Working Capital,ACT,Y4,M09,B,B13,0.723357841
Inventory,Working Capital,ACT,Y4,M09,B,B15,-0.227940124
Inventory,Working Capital,ACT,Y4,M09,B,B17,-0.162652153
Inventory,Working Capital,ACT,Y4,M09,B,B22,0.448536584
Inventory,Working Capital,ACT,Y4,M09,B,B23,-0.659729406
Inventory,Working Capital,ACT,Y4,M09,B,B25,-0.38383511
Inventory,Working Capital,ACT,Y4,M09,B,B27,-0.306022598
Inventory,Working Capital,ACT,Y4,M09,C,C01,1.173951157
Inventory,Working Capital,ACT,Y4,M09,C,C04,0.0058191
Inventory,Working Capital,ACT,Y4,M09,C,C05,1.073087746
Inventory,Working Capital,ACT,Y4,M09,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y4,M09,C,C09,-0.093629935
Inventory,Working Capital,ACT,Y4,M09,D,D03,-0.248568865
Inventory,Working Capital,ACT,Y4,M09,D,D06,-0.691323377
Inventory,Working Capital,ACT,Y4,M09,D,D10,0.22545664
Inventory,Working Capital,ACT,Y4,M09,E,E04,-0.374588216
Inventory,Working Capital,ACT,Y4,M09,E,E09,-0.246573148
Inventory,Working Capital,ACT,Y4,M09,E,E11,0.223071529
Inventory,Working Capital,ACT,Y4,M09,E,E15,-0.11410129
Inventory,Working Capital,ACT,Y4,M09,E,E16,0.441709553
Inventory,Working Capital,ACT,Y4,M09,E,E18,-0.520566293
Inventory,Working Capital,ACT,Y4,M09,F,F02,0.624617605
Inventory,Working Capital,ACT,Y4,M09,F,F04,-0.151567312
Inventory,Working Capital,ACT,Y4,M09,F,F05,1.26891739
Inventory,Working Capital,ACT,Y4,M09,G,G01,0.572705201
Inventory,Working Capital,ACT,Y4,M09,G,G05,0.323120496
Inventory,Working Capital,ACT,Y4,M09,G,G10,-0.024854623
Inventory,Working Capital,ACT,Y4,M09,G,G12,-0.673198622
Inventory,Working Capital,ACT,Y4,M10,A,A01,0.424896124
Inventory,Working Capital,ACT,Y4,M10,A,A03,1.047198989
Inventory,Working Capital,ACT,Y4,M10,B,B01,0.237867794
Inventory,Working Capital,ACT,Y4,M10,B,B03,-0.043566443
Inventory,Working Capital,ACT,Y4,M10,B,B05,1.165112316
Inventory,Working Capital,ACT,Y4,M10,B,B07,-0.904817768
Inventory,Working Capital,ACT,Y4,M10,B,B08,-0.363013708
Inventory,Working Capital,ACT,Y4,M10,B,B13,0.52963906
Inventory,Working Capital,ACT,Y4,M10,B,B15,-0.265322951
Inventory,Working Capital,ACT,Y4,M10,B,B17,-0.530130894
Inventory,Working Capital,ACT,Y4,M10,B,B22,1.029335052
Inventory,Working Capital,ACT,Y4,M10,B,B23,-0.725102294
Inventory,Working Capital,ACT,Y4,M10,B,B25,-0.548458168
Inventory,Working Capital,ACT,Y4,M10,B,B27,-0.253790966
Inventory,Working Capital,ACT,Y4,M10,C,C01,0.647955694
Inventory,Working Capital,ACT,Y4,M10,C,C04,0.276098763
Inventory,Working Capital,ACT,Y4,M10,C,C05,0.743955185
Inventory,Working Capital,ACT,Y4,M10,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y4,M10,C,C09,-0.323255033
Inventory,Working Capital,ACT,Y4,M10,D,D03,-0.257028139
Inventory,Working Capital,ACT,Y4,M10,D,D04,2.143303102
Inventory,Working Capital,ACT,Y4,M10,D,D06,-1.074916916
Inventory,Working Capital,ACT,Y4,M10,D,D10,0.295308909
Inventory,Working Capital,ACT,Y4,M10,E,E04,-0.374588216
Inventory,Working Capital,ACT,Y4,M10,E,E11,0.572449602
Inventory,Working Capital,ACT,Y4,M10,E,E12,-0.563050918
Inventory,Working Capital,ACT,Y4,M10,E,E15,0.779159774
Inventory,Working Capital,ACT,Y4,M10,E,E18,0.062066637
Inventory,Working Capital,ACT,Y4,M10,F,F02,0.811980176
Inventory,Working Capital,ACT,Y4,M10,F,F04,-0.391601224
Inventory,Working Capital,ACT,Y4,M10,F,F05,1.382023462
Inventory,Working Capital,ACT,Y4,M10,G,G01,0.510409349
Inventory,Working Capital,ACT,Y4,M10,G,G05,-0.121081626
Inventory,Working Capital,ACT,Y4,M10,G,G10,-0.083591548
Inventory,Working Capital,ACT,Y4,M10,G,G12,-0.604531176
Inventory,Working Capital,ACT,Y4,M11,A,A01,0.135408148
Inventory,Working Capital,ACT,Y4,M11,A,A03,0.62899547
Inventory,Working Capital,ACT,Y4,M11,B,B01,0.125888432
Inventory,Working Capital,ACT,Y4,M11,B,B03,0.075180526
Inventory,Working Capital,ACT,Y4,M11,B,B05,0.665937152
Inventory,Working Capital,ACT,Y4,M11,B,B08,-0.430287043
Inventory,Working Capital,ACT,Y4,M11,B,B13,0.999460626
Inventory,Working Capital,ACT,Y4,M11,B,B15,-1.163046832
Inventory,Working Capital,ACT,Y4,M11,B,B17,-0.741325023
Inventory,Working Capital,ACT,Y4,M11,B,B22,0.665590346
Inventory,Working Capital,ACT,Y4,M11,B,B23,-0.885607949
Inventory,Working Capital,ACT,Y4,M11,B,B25,-0.503721371
Inventory,Working Capital,ACT,Y4,M11,B,B27,-0.284391772
Inventory,Working Capital,ACT,Y4,M11,C,C01,0.531129851
Inventory,Working Capital,ACT,Y4,M11,C,C04,-0.091525744
Inventory,Working Capital,ACT,Y4,M11,C,C05,0.255827386
Inventory,Working Capital,ACT,Y4,M11,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y4,M11,C,C09,-0.431115807
Inventory,Working Capital,ACT,Y4,M11,D,D03,-0.257096147
Inventory,Working Capital,ACT,Y4,M11,D,D06,-0.704303554
Inventory,Working Capital,ACT,Y4,M11,D,D10,0.190357715
Inventory,Working Capital,ACT,Y4,M11,E,E04,-0.374588216
Inventory,Working Capital,ACT,Y4,M11,E,E11,0.937823555
Inventory,Working Capital,ACT,Y4,M11,E,E12,0.481146756
Inventory,Working Capital,ACT,Y4,M11,E,E15,0.221527747
Inventory,Working Capital,ACT,Y4,M11,E,E16,-0.747630806
Inventory,Working Capital,ACT,Y4,M11,E,E18,0.311936375
Inventory,Working Capital,ACT,Y4,M11,F,F02,0.522516473
Inventory,Working Capital,ACT,Y4,M11,F,F04,-0.508571284
Inventory,Working Capital,ACT,Y4,M11,F,F05,1.328477754
Inventory,Working Capital,ACT,Y4,M11,G,G01,0.441552156
Inventory,Working Capital,ACT,Y4,M11,G,G05,-0.104721983
Inventory,Working Capital,ACT,Y4,M11,G,G10,-0.038547624
Inventory,Working Capital,ACT,Y4,M11,G,G12,-1.095610144
Inventory,Working Capital,ACT,Y4,M12,A,A01,-0.670036806
Inventory,Working Capital,ACT,Y4,M12,A,A03,0.215208813
Inventory,Working Capital,ACT,Y4,M12,B,B01,0.150332572
Inventory,Working Capital,ACT,Y4,M12,B,B03,-0.08665513
Inventory,Working Capital,ACT,Y4,M12,B,B05,0.825291842
Inventory,Working Capital,ACT,Y4,M12,B,B08,0.133034904
Inventory,Working Capital,ACT,Y4,M12,B,B13,-0.229667843
Inventory,Working Capital,ACT,Y4,M12,B,B15,-1.288179047
Inventory,Working Capital,ACT,Y4,M12,B,B17,-0.799285069
Inventory,Working Capital,ACT,Y4,M12,B,B22,0.522869656
Inventory,Working Capital,ACT,Y4,M12,B,B23,-0.795240924
Inventory,Working Capital,ACT,Y4,M12,B,B25,-0.604851165
Inventory,Working Capital,ACT,Y4,M12,B,B27,-0.337625081
Inventory,Working Capital,ACT,Y4,M12,C,C01,0.196389013
Inventory,Working Capital,ACT,Y4,M12,C,C04,0.050781553
Inventory,Working Capital,ACT,Y4,M12,C,C05,0.060285461
Inventory,Working Capital,ACT,Y4,M12,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y4,M12,C,C09,-0.391013944
Inventory,Working Capital,ACT,Y4,M12,D,D03,-0.389626832
Inventory,Working Capital,ACT,Y4,M12,D,D06,-0.836811155
Inventory,Working Capital,ACT,Y4,M12,D,D10,-0.001500317
Inventory,Working Capital,ACT,Y4,M12,E,E04,-0.374588216
Inventory,Working Capital,ACT,Y4,M12,E,E11,0.60153575
Inventory,Working Capital,ACT,Y4,M12,E,E15,-0.047366098
Inventory,Working Capital,ACT,Y4,M12,E,E18,0.485356761
Inventory,Working Capital,ACT,Y4,M12,F,F02,-0.328157294
Inventory,Working Capital,ACT,Y4,M12,F,F04,-0.1568426
Inventory,Working Capital,ACT,Y4,M12,F,F05,1.022580075
Inventory,Working Capital,ACT,Y4,M12,G,G01,1.09200289
Inventory,Working Capital,ACT,Y4,M12,G,G05,-0.646997913
Inventory,Working Capital,ACT,Y4,M12,G,G10,-0.012376945
Inventory,Working Capital,ACT,Y4,M12,G,G12,-1.102559407
Inventory,Working Capital,ACT,Y5,M02,A,A01,0.184015713
Inventory,Working Capital,ACT,Y5,M02,A,A03,0.730229593
Inventory,Working Capital,ACT,Y5,M02,B,B01,-0.94648859
Inventory,Working Capital,ACT,Y5,M02,B,B03,-0.413248317
Inventory,Working Capital,ACT,Y5,M02,B,B05,0.901219468
Inventory,Working Capital,ACT,Y5,M02,B,B08,0.530489222
Inventory,Working Capital,ACT,Y5,M02,B,B13,-0.378352919
Inventory,Working Capital,ACT,Y5,M02,B,B15,-1.290879028
Inventory,Working Capital,ACT,Y5,M02,B,B17,-0.542524265
Inventory,Working Capital,ACT,Y5,M02,B,B22,0.44941004
Inventory,Working Capital,ACT,Y5,M02,B,B23,-1.028080782
Inventory,Working Capital,ACT,Y5,M02,B,B25,-0.549549205
Inventory,Working Capital,ACT,Y5,M02,B,B27,-0.650179644
Inventory,Working Capital,ACT,Y5,M02,C,C01,-0.229782318
Inventory,Working Capital,ACT,Y5,M02,C,C04,-0.140151208
Inventory,Working Capital,ACT,Y5,M02,C,C05,-0.331174148
Inventory,Working Capital,ACT,Y5,M02,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y5,M02,C,C09,0.004746029
Inventory,Working Capital,ACT,Y5,M02,D,D03,-1.156658699
Inventory,Working Capital,ACT,Y5,M02,D,D06,-0.597523687
Inventory,Working Capital,ACT,Y5,M02,D,D10,0.017450743
Inventory,Working Capital,ACT,Y5,M02,E,E01,-0.361797785
Inventory,Working Capital,ACT,Y5,M02,E,E04,-0.393584403
Inventory,Working Capital,ACT,Y5,M02,E,E11,1.244397155
Inventory,Working Capital,ACT,Y5,M02,E,E15,0.872716522
Inventory,Working Capital,ACT,Y5,M02,E,E16,-0.747630806
Inventory,Working Capital,ACT,Y5,M02,E,E18,1.20015955
Inventory,Working Capital,ACT,Y5,M02,F,F02,0.963166778
Inventory,Working Capital,ACT,Y5,M02,F,F04,0.997792988
Inventory,Working Capital,ACT,Y5,M02,F,F05,0.859456037
Inventory,Working Capital,ACT,Y5,M02,G,G01,0.335771434
Inventory,Working Capital,ACT,Y5,M02,G,G05,0.05167106
Inventory,Working Capital,ACT,Y5,M02,G,G10,-0.021753076
Inventory,Working Capital,ACT,Y5,M02,G,G12,-0.858312254
Inventory,Working Capital,ACT,Y5,M03,A,A01,-1.251663597
Inventory,Working Capital,ACT,Y5,M03,A,A03,0.041507451
Inventory,Working Capital,ACT,Y5,M03,B,B01,0.283601016
Inventory,Working Capital,ACT,Y5,M03,B,B03,-0.571027192
Inventory,Working Capital,ACT,Y5,M03,B,B05,0.801742592
Inventory,Working Capital,ACT,Y5,M03,B,B07,-0.393331982
Inventory,Working Capital,ACT,Y5,M03,B,B08,1.492427268
Inventory,Working Capital,ACT,Y5,M03,B,B13,-0.700295048
Inventory,Working Capital,ACT,Y5,M03,B,B15,-0.383447126
Inventory,Working Capital,ACT,Y5,M03,B,B17,-0.589726177
Inventory,Working Capital,ACT,Y5,M03,B,B22,0.75506001
Inventory,Working Capital,ACT,Y5,M03,B,B23,-0.957629985
Inventory,Working Capital,ACT,Y5,M03,B,B25,-0.496113942
Inventory,Working Capital,ACT,Y5,M03,B,B27,-1.118266475
Inventory,Working Capital,ACT,Y5,M03,C,C01,-0.925539314
Inventory,Working Capital,ACT,Y5,M03,C,C04,-0.181445236
Inventory,Working Capital,ACT,Y5,M03,C,C05,-0.202435709
Inventory,Working Capital,ACT,Y5,M03,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y5,M03,C,C09,-0.105253489
Inventory,Working Capital,ACT,Y5,M03,D,D03,-1.038986227
Inventory,Working Capital,ACT,Y5,M03,D,D06,0.141090252
Inventory,Working Capital,ACT,Y5,M03,D,D10,0.066938314
Inventory,Working Capital,ACT,Y5,M03,E,E01,-0.707439894
Inventory,Working Capital,ACT,Y5,M03,E,E04,-0.393584403
Inventory,Working Capital,ACT,Y5,M03,E,E11,0.900839681
Inventory,Working Capital,ACT,Y5,M03,E,E15,-0.556563217
Inventory,Working Capital,ACT,Y5,M03,E,E16,-0.148777866
Inventory,Working Capital,ACT,Y5,M03,E,E18,0.792280184
Inventory,Working Capital,ACT,Y5,M03,F,F02,1.00050712
Inventory,Working Capital,ACT,Y5,M03,F,F04,0.600080457
Inventory,Working Capital,ACT,Y5,M03,F,F05,0.618281265
Inventory,Working Capital,ACT,Y5,M03,G,G01,0.933126457
Inventory,Working Capital,ACT,Y5,M03,G,G05,-0.605888687
Inventory,Working Capital,ACT,Y5,M03,G,G10,-0.124568816
Inventory,Working Capital,ACT,Y5,M03,G,G12,-0.679138571
Inventory,Working Capital,ACT,Y5,M04,A,A01,-0.421080162
Inventory,Working Capital,ACT,Y5,M04,A,A03,-0.296114213
Inventory,Working Capital,ACT,Y5,M04,B,B01,-0.954512316
Inventory,Working Capital,ACT,Y5,M04,B,B03,-1.043386427
Inventory,Working Capital,ACT,Y5,M04,B,B05,0.807594173
Inventory,Working Capital,ACT,Y5,M04,B,B07,2.045876217
Inventory,Working Capital,ACT,Y5,M04,B,B08,2.299832889
Inventory,Working Capital,ACT,Y5,M04,B,B13,-0.276290446
Inventory,Working Capital,ACT,Y5,M04,B,B15,-1.490637928
Inventory,Working Capital,ACT,Y5,M04,B,B17,-0.429731204
Inventory,Working Capital,ACT,Y5,M04,B,B22,0.625133463
Inventory,Working Capital,ACT,Y5,M04,B,B23,-0.965012725
Inventory,Working Capital,ACT,Y5,M04,B,B25,-0.311553881
Inventory,Working Capital,ACT,Y5,M04,B,B27,-1.059230187
Inventory,Working Capital,ACT,Y5,M04,C,C01,-1.37506912
Inventory,Working Capital,ACT,Y5,M04,C,C04,-0.05845458
Inventory,Working Capital,ACT,Y5,M04,C,C05,-0.482833909
Inventory,Working Capital,ACT,Y5,M04,C,C06,1.494150772
Inventory,Working Capital,ACT,Y5,M04,C,C09,-0.081491023
Inventory,Working Capital,ACT,Y5,M04,D,D03,0.081386093
Inventory,Working Capital,ACT,Y5,M04,D,D04,3.992071735
Inventory,Working Capital,ACT,Y5,M04,D,D06,-0.006278954
Inventory,Working Capital,ACT,Y5,M04,D,D10,-0.08051414
Inventory,Working Capital,ACT,Y5,M04,E,E01,-0.084980673
Inventory,Working Capital,ACT,Y5,M04,E,E04,-0.393584403
Inventory,Working Capital,ACT,Y5,M04,E,E09,-0.317060393
Inventory,Working Capital,ACT,Y5,M04,E,E11,0.892021642
Inventory,Working Capital,ACT,Y5,M04,E,E12,1.027631047
Inventory,Working Capital,ACT,Y5,M04,E,E15,-1.433340733
Inventory,Working Capital,ACT,Y5,M04,E,E16,-0.149791869
Inventory,Working Capital,ACT,Y5,M04,E,E18,1.513071306
Inventory,Working Capital,ACT,Y5,M04,F,F02,0.503883016
Inventory,Working Capital,ACT,Y5,M04,F,F04,0.683154672
Inventory,Working Capital,ACT,Y5,M04,F,F05,0.539130721
Inventory,Working Capital,ACT,Y5,M04,G,G01,1.029094679
Inventory,Working Capital,ACT,Y5,M04,G,G05,-0.844554566
Inventory,Working Capital,ACT,Y5,M04,G,G10,-0.224805433
Inventory,Working Capital,ACT,Y5,M04,G,G12,-0.730968206
Inventory,Working Capital,ACT,Y5,M05,A,A01,-0.013786044
Inventory,Working Capital,ACT,Y5,M05,A,A03,-0.3172472
Inventory,Working Capital,ACT,Y5,M05,B,B01,-0.283744954
Inventory,Working Capital,ACT,Y5,M05,B,B03,-0.481506132
Inventory,Working Capital,ACT,Y5,M05,B,B05,0.354584283
Inventory,Working Capital,ACT,Y5,M05,B,B07,0.578312794
Inventory,Working Capital,ACT,Y5,M05,B,B08,1.057293601
Inventory,Working Capital,ACT,Y5,M05,B,B13,0.213970469
Inventory,Working Capital,ACT,Y5,M05,B,B15,-1.02235002
Inventory,Working Capital,ACT,Y5,M05,B,B17,-0.287264818
Inventory,Working Capital,ACT,Y5,M05,B,B22,0.768072516
Inventory,Working Capital,ACT,Y5,M05,B,B23,-0.569939889
Inventory,Working Capital,ACT,Y5,M05,B,B25,-0.348257062
Inventory,Working Capital,ACT,Y5,M05,B,B27,-1.076404379
Inventory,Working Capital,ACT,Y5,M05,C,C01,-1.388461502
Inventory,Working Capital,ACT,Y5,M05,C,C04,-0.093256819
Inventory,Working Capital,ACT,Y5,M05,C,C05,-0.018248254
Inventory,Working Capital,ACT,Y5,M05,C,C06,-0.52295277
Inventory,Working Capital,ACT,Y5,M05,C,C09,-0.217035936
Inventory,Working Capital,ACT,Y5,M05,D,D03,0.028679855
Inventory,Working Capital,ACT,Y5,M05,D,D06,-0.214810381
Inventory,Working Capital,ACT,Y5,M05,D,D10,0.149771007
Inventory,Working Capital,ACT,Y5,M05,E,E01,1.481425118
Inventory,Working Capital,ACT,Y5,M05,E,E04,-0.393584403
Inventory,Working Capital,ACT,Y5,M05,E,E11,1.502947115
Inventory,Working Capital,ACT,Y5,M05,E,E15,-1.452697654
Inventory,Working Capital,ACT,Y5,M05,E,E18,2.004580176
Inventory,Working Capital,ACT,Y5,M05,F,F02,1.298285772
Inventory,Working Capital,ACT,Y5,M05,F,F04,0.400921075
Inventory,Working Capital,ACT,Y5,M05,F,F05,0.85375033
Inventory,Working Capital,ACT,Y5,M05,G,G01,1.187821095
Inventory,Working Capital,ACT,Y5,M05,G,G05,-0.50593122
Inventory,Working Capital,ACT,Y5,M05,G,G10,-0.20982837
Inventory,Working Capital,ACT,Y5,M05,G,G12,-0.457150882
Inventory,Working Capital,ACT,Y5,M06,A,A01,0.173279253
Inventory,Working Capital,ACT,Y5,M06,A,A03,-0.316803299
Inventory,Working Capital,ACT,Y5,M06,B,B01,-0.239060058
Inventory,Working Capital,ACT,Y5,M06,B,B03,-0.851757899
Inventory,Working Capital,ACT,Y5,M06,B,B05,-0.00967663
Inventory,Working Capital,ACT,Y5,M06,B,B07,-0.752229965
Inventory,Working Capital,ACT,Y5,M06,B,B08,1.115476794
Inventory,Working Capital,ACT,Y5,M06,B,B13,0.447456465
Inventory,Working Capital,ACT,Y5,M06,B,B15,0.945023013
Inventory,Working Capital,ACT,Y5,M06,B,B17,-0.635130285
Inventory,Working Capital,ACT,Y5,M06,B,B22,0.860102994
Inventory,Working Capital,ACT,Y5,M06,B,B23,-0.907735358
Inventory,Working Capital,ACT,Y5,M06,B,B25,-0.249812243
Inventory,Working Capital,ACT,Y5,M06,B,B27,-1.253190477
Inventory,Working Capital,ACT,Y5,M06,C,C01,-1.161164202
Inventory,Working Capital,ACT,Y5,M06,C,C04,-0.015361451
Inventory,Working Capital,ACT,Y5,M06,C,C05,-0.119000785
